# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Sep  1 22:14:37 2021
#
# User preference: *
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_fppprob:     False Positive Probability
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_bj:          B-band (Johnson) [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_us:          u-band (Sloan) [mag]
# COLUMN st_gs:          g-band (Sloan) [mag]
# COLUMN st_rs:          r-band (Sloan) [mag]
# COLUMN st_is:          i-band (Sloan) [mag]
# COLUMN st_zs:          z-band (Sloan) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_h2:          H-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_bmvj:        B-V (Johnson) [mag]
# COLUMN st_jmh2:        J-H (2MASS) [mag]
# COLUMN st_hmk2:        H-Ks (2MASS) [mag]
# COLUMN st_jmk2:        J-Ks (2MASS) [mag]
#
epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,pl_fppprob,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini,st_kep,st_bj,st_vj,st_us,st_gs,st_rs,st_is,st_zs,st_j2,st_h2,st_k2,st_bmvj,st_jmh2,st_hmk2,st_jmk2
EPIC 211424769,EPIC 211424769.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,5,0,5.17600000,2457144.498000,0.348500,0.0437100,0.1570,,,0.05904,,,,,,,,,,,,,9.438,9.829,9.394,,10.260,9.230,9.086,,8.277,7.998,7.949,0.435,0.279,0.049,0.328
EPIC 211425822,EPIC 211425822.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,2.15317800,2458096.180860,16.167500,0.1114000,,,,,,,,,,,,,,,,,14.888,15.845,15.122,,15.407,14.869,14.665,,14.057,13.635,13.500,0.723,0.422,0.135,0.557
EPIC 211428897,EPIC 211428897.02,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,5,0,2.17784600,2457143.653520,,0.0537000,0.5200,,,0.01930,1.200,0.110,,,,,,,,,0.56,,13.205,15.681,14.094,,14.949,13.511,12.458,,10.414,9.863,9.624,1.587,0.551,0.239,0.790
EPIC 211428897,EPIC 211428897.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,5,0,1.61091100,2457142.275940,,0.0446000,0.5300,,,0.02490,1.500,0.130,,,,,,,,,0.56,,13.205,15.681,14.094,,14.949,13.511,12.458,,10.414,9.863,9.624,1.587,0.551,0.239,0.790
EPIC 211428897,EPIC 211428897.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,2.17800800,2457141.470900,0.045300,0.0532000,,,11.900000,0.02050,0.670,0.060,,,,,,,,,0.30,,13.205,15.681,14.094,,14.949,13.511,12.458,,10.414,9.863,9.624,1.587,0.551,0.239,0.790
EPIC 211428897,EPIC 211428897.03,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,4.96792000,2457143.715000,0.057200,0.0540000,,,26.100000,0.02310,0.750,0.067,,,,,,,,,0.30,,13.205,15.681,14.094,,14.949,13.511,12.458,,10.414,9.863,9.624,1.587,0.551,0.239,0.790
EPIC 211428897,EPIC 211428897.04,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,6.26561000,2457144.259400,0.058000,0.0630000,,,26.600000,0.02350,0.770,0.069,,,,,,,,,0.30,,13.205,15.681,14.094,,14.949,13.511,12.458,,10.414,9.863,9.624,1.587,0.551,0.239,0.790
EPIC 211428897,EPIC 211428897.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,1.61088800,2457140.665150,0.069600,0.0502000,,,9.100000,0.02500,0.820,0.073,,,,,,,,,0.30,,13.205,15.681,14.094,,14.949,13.511,12.458,,10.414,9.863,9.624,1.587,0.551,0.239,0.790
EPIC 211428897,EPIC 211428897.03,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CANDIDATE,,5,0,4.96883000,2457173.523000,,,,89.530,29.340000,0.02100,0.670,0.060,,1.200000e-03,,,,,,,,,13.205,15.681,14.094,,14.949,13.511,12.458,,10.414,9.863,9.624,1.587,0.551,0.239,0.790
EPIC 211428897,EPIC 211428897.02,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CANDIDATE,,5,0,2.17807000,2457143.647000,,,,89.220,16.480000,0.02100,0.650,0.058,,7.400000e-04,,,,,,,,,13.205,15.681,14.094,,14.949,13.511,12.458,,10.414,9.863,9.624,1.587,0.551,0.239,0.790
EPIC 211428897,EPIC 211428897.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CANDIDATE,,5,0,1.61092000,2457142.275000,,,,89.090,12.870000,0.02400,0.750,0.067,,7.000000e-06,,,,,,,,,13.205,15.681,14.094,,14.949,13.511,12.458,,10.414,9.863,9.624,1.587,0.551,0.239,0.790
EPIC 211428897,EPIC 211428897.05,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,3.28963000,2457142.590300,0.025900,0.0850000,,,10.500000,0.01560,0.510,0.045,,,,,,,,,0.30,,13.205,15.681,14.094,,14.949,13.511,12.458,,10.414,9.863,9.624,1.587,0.551,0.239,0.790
EPIC 211428897,EPIC 211428897.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,5,0,1.61100000,2457140.661000,0.051700,0.0441200,0.0000,,,0.02275,,,,,,,,,,,,,13.205,15.681,14.094,,14.949,13.511,12.458,,10.414,9.863,9.624,1.587,0.551,0.239,0.790
EPIC 211429934,EPIC 211429934.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,0.56593400,2458095.476470,7.690700,0.0817000,,,,,,,,,,,,,,,,,14.147,15.060,14.377,,14.654,14.168,13.930,,,,,0.683,,,
EPIC 211430148,EPIC 211430148.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,5,1,15.09125700,2458095.986970,38.721200,0.1731000,,,,,,,,,,,,,,,,,14.892,15.878,15.097,,15.472,14.855,14.643,,13.625,13.196,13.071,0.781,0.429,0.125,0.554
EPIC 211431013,EPIC 211431013.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,5,1,3.10239800,2458098.157840,11.605600,0.2575000,,,,,,,,,,,,,,,,,14.738,15.903,15.072,,15.392,14.800,14.457,,13.419,13.003,12.895,0.831,0.416,0.108,0.524
EPIC 211432103,EPIC 211432103.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,0.93346092,2457142.173064,0.194000,0.0974167,,,,,,,,,,,,,,,,,10.249,10.694,10.150,,10.290,10.236,9.686,,8.878,8.638,8.639,0.544,0.240,-0.001,0.239
EPIC 211432167,EPIC 211432167.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,5,1,5.81773700,2458096.033840,0.944200,0.1202000,,,,,,,,,,,,,,,,,8.550,8.588,8.235,,9.702,8.901,8.057,,7.285,7.134,7.086,0.353,0.151,0.048,0.199
EPIC 211432176,EPIC 211432176.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,5.81785400,2458096.032960,0.963200,0.1200000,,,,,,,,,,,,,,,,,9.866,10.938,10.074,,,,,,,,,0.864,,,
EPIC 211432922,EPIC 211432922.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,5.81861000,2457141.922600,0.689000,0.1620000,,,10.100000,0.08100,3.400,0.300,,,,,,,,,0.38,,18.170,,,,,,,,15.706,15.029,14.772,,0.677,0.257,0.934
EPIC 211432946,EPIC 211432946.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,5,1,1.67196500,2458096.072640,32.157200,0.0897000,,,,,,,,,,,,,,,,,14.398,,,,,,,,12.028,11.429,11.131,,0.599,0.298,0.897
EPIC 211439059,EPIC 211439059.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,5,0,18.64504600,2457146.510590,,0.2108000,0.5100,,,0.01910,1.800,0.160,,,,,,,,,0.84,,13.075,14.049,13.292,,13.773,12.986,12.776,,11.684,11.258,11.175,0.757,0.426,0.083,0.509
EPIC 211439059,EPIC 211439059.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,18.63930000,2457146.510700,0.039900,0.2350000,,,22.000000,0.01930,1.730,0.154,,,,,,,,,0.82,,13.075,14.049,13.292,,13.773,12.986,12.776,,11.684,11.258,11.175,0.757,0.426,0.083,0.509
EPIC 211439059,EPIC 211439059.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,5,0,18.64100000,2457146.510000,0.028500,0.2175000,0.1730,,,0.01690,,,,,,,,,,,,,13.075,14.049,13.292,,13.773,12.986,12.776,,11.684,11.258,11.175,0.757,0.426,0.083,0.509
EPIC 211439059,EPIC 211439059.01,,CANDIDATE,<a refstr=NARDIELLO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1831N/abstract target=ref>Nardiello et al. 2016</a>,CANDIDATE,,5,0,18.63417900,2457183.798090,0.031000,,,89.750,,0.01660,1.490,0.133,,,,,,,,,0.82,,13.075,14.049,13.292,,13.773,12.986,12.776,,11.684,11.258,11.175,0.757,0.426,0.083,0.509
EPIC 211442297,EPIC 211442297.01,K2-115 b,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,5,0,20.27200000,2457157.159000,1.450800,0.1308700,0.1010,,,0.12045,,,,,,,,,,,,,13.192,14.008,13.362,,13.587,13.193,13.022,,12.108,11.760,11.724,0.646,0.348,0.036,0.384
EPIC 211442297,EPIC 211442297.01,K2-115 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,5,0,20.27362337,2457157.155216,1.666000,0.1529583,,,,,,,,,,,,,,,,,13.192,14.008,13.362,,13.587,13.193,13.022,,12.108,11.760,11.724,0.646,0.348,0.036,0.384
EPIC 211442297,EPIC 211442297.01,K2-115 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,5,0,20.27260200,2457157.158060,,0.1542000,0.4700,,,0.12210,11.500,1.030,,,,,,,,,0.86,,13.192,14.008,13.362,,13.587,13.193,13.022,,12.108,11.760,11.724,0.646,0.348,0.036,0.384
EPIC 211442297,EPIC 211442297.01,K2-115 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,5,1,20.27285000,2457157.157200,1.725700,0.1608000,,,37.290000,0.12740,11.550,1.030,,,,,,,,,0.83,,13.192,14.008,13.362,,13.587,13.193,13.022,,12.108,11.760,11.724,0.646,0.348,0.036,0.384
EPIC 211442571,EPIC 211442571.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,5.19287000,2457143.058400,0.021100,0.1030000,,,13.800000,0.01434,1.290,0.115,,,,,,,,,0.83,,12.815,13.547,12.990,,13.186,12.828,12.656,,11.745,11.406,11.316,0.557,0.339,0.090,0.429
EPIC 211442571,EPIC 211442571.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,3.39934000,2457140.160900,0.015000,0.0910000,,,10.300000,0.01200,1.080,0.096,,,,,,,,,0.83,,12.815,13.547,12.990,,13.186,12.828,12.656,,11.745,11.406,11.316,0.557,0.339,0.090,0.429
EPIC 211449931,EPIC 211449931.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,6.66368500,2458095.537190,7.724100,0.1092000,,,,,,,,,,,,,,,,,14.659,15.753,14.952,,15.217,14.707,14.419,,13.456,13.031,12.915,0.801,0.425,0.116,0.541
EPIC 211452175,EPIC 211452175.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,11.11439400,2458101.759890,14.053500,0.2596000,,,,,,,,,,,,,,,,,12.406,13.114,12.533,,12.762,12.388,12.253,,11.405,11.101,11.025,0.581,0.304,0.076,0.380
EPIC 211453076,EPIC 211453076.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,0.52446100,2458095.660750,0.880000,0.0714000,,,,,,,,,,,,,,,,,16.341,,,20.071,18.330,17.195,15.489,14.346,12.553,12.050,11.742,,0.503,0.308,0.811
EPIC 211453223,EPIC 211453223.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,9.05694700,2458097.663470,22.828300,0.1389000,,,,,,,,,,,,,,,,,14.590,15.783,14.867,,15.289,14.549,14.291,,13.140,12.598,12.499,0.916,0.542,0.099,0.641
EPIC 211468153,EPIC 211468153.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,0.73773500,2458095.696110,29.317100,0.0817000,,,,,,,,,,,,,,,,,14.381,15.573,14.684,,15.080,14.360,14.082,,12.900,12.388,12.270,0.889,0.512,0.118,0.630
EPIC 211469889,EPIC 211469889.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,7.07737000,2457144.386700,0.090700,0.1280000,,,15.700000,0.02910,2.100,0.190,,,,,,,,,0.66,,14.548,15.721,14.795,,15.234,14.475,14.253,,13.047,12.571,12.494,0.926,0.476,0.077,0.553
EPIC 211471048,EPIC 211471048.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,0.79976800,2458095.647380,36.806200,0.1499000,,,,,,,,,,,,,,,,,12.867,13.052,12.858,,12.832,12.878,12.939,,12.472,12.350,12.253,0.194,0.122,0.097,0.219
EPIC 211477347,EPIC 211477347.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,1.64111400,2458096.394590,23.283500,0.1835000,,,,,,,,,,,,,,,,,15.368,15.467,15.328,,15.265,15.403,15.433,,14.882,14.658,14.735,0.139,0.224,-0.077,0.147
EPIC 211490299,EPIC 211490299.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,0.55551600,2458095.888670,12.567700,0.0616000,,,,,,,,,,,,,,,,,15.991,17.329,16.369,,16.991,15.976,15.562,,14.276,13.648,13.498,0.960,0.628,0.150,0.778
EPIC 211490999,EPIC 211490999.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,9.84413000,2457146.328800,0.109300,0.1540000,,,18.200000,0.03150,3.230,0.288,,,,,,,,,0.94,,13.416,14.318,13.604,,13.905,13.379,13.206,,12.302,11.918,11.870,0.714,0.384,0.048,0.432
EPIC 211490999,EPIC 211490999.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,5,0,9.84400000,2457146.330000,0.080900,0.1427100,0.1180,,,0.02843,,,,,,,,,,,,,13.416,14.318,13.604,,13.905,13.379,13.206,,12.302,11.918,11.870,0.714,0.384,0.048,0.432
EPIC 211490999,EPIC 211490999.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,5,0,9.84401700,2457146.329090,,0.1512000,0.5100,,,0.03050,3.000,0.270,,,,,,,,,0.91,,13.416,14.318,13.604,,13.905,13.379,13.206,,12.302,11.918,11.870,0.714,0.384,0.048,0.432
EPIC 211491383,EPIC 211491383.01,K2-269 b,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,5,1,4.14539800,2457141.588350,,,,86.720,8.758206,0.00837,1.196,0.110,,2.400000e-03,,,6035.00,4.16,-0.070,[Fe/H],1.31,,11.785,12.366,11.784,,11.618,11.840,11.254,,10.541,10.290,10.212,0.582,0.251,0.078,0.329
EPIC 211491383,EPIC 211491383.01,K2-269 b,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CONFIRMED,,5,0,4.14400000,2457141.601000,0.007800,0.1132100,0.1010,,,0.00885,,,,,,,,,,,,,11.785,12.366,11.784,,11.618,11.840,11.254,,10.541,10.290,10.212,0.582,0.251,0.078,0.329
EPIC 211491383,EPIC 211491383.01,K2-269 b,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CONFIRMED,,5,0,4.14493700,2457141.599380,,0.1129000,0.5000,,,0.00970,1.400,0.120,,,,,,,,,1.28,,11.785,12.366,11.784,,11.618,11.840,11.254,,10.541,10.290,10.212,0.582,0.251,0.078,0.329
EPIC 211492384,EPIC 211492384.01,,CANDIDATE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,CANDIDATE,,16,1,0.63532800,2458095.974220,0.131500,0.0543000,,,,,,,,,,,6420.00,4.18,,,1.53,,12.375,13.154,12.564,,12.764,12.375,12.208,,11.333,11.048,10.981,0.590,0.285,0.067,0.352
EPIC 211492449,EPIC 211492449.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,5,1,16.24196986,2457149.887040,0.241000,0.1829583,,,,,,,,,,,,,,,,,14.277,15.798,14.656,,15.202,14.309,13.880,,12.588,11.898,11.824,1.142,0.690,0.074,0.764
EPIC 211492541,EPIC 211492541.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,1.03174600,2458095.804000,1.306200,0.2313000,,,,,,,,,,,,,,,,,12.789,13.495,13.460,,13.738,13.055,12.382,,11.741,11.606,11.517,0.035,0.135,0.089,0.224
EPIC 211493669,EPIC 211493669.01,,FALSE POSITIVE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,FALSE POSITIVE,,16,1,0.58337000,2458095.723500,1.693600,0.0485000,,,,,,,,,,,,,,,,,12.976,14.119,13.271,,13.640,12.967,12.692,,11.574,11.093,10.989,0.848,0.481,0.104,0.585
EPIC 211502222,EPIC 211502222.01,,CANDIDATE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,CANDIDATE,,16,1,22.99592000,2458113.304250,0.047000,0.1550000,,,,,2.500,0.220,,,,,6010.00,4.43,,,1.04,,11.617,12.310,11.305,,12.900,11.873,11.067,,10.159,9.893,9.804,1.005,0.266,0.089,0.355
EPIC 211503824,EPIC 211503824.01,,CANDIDATE,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,CANDIDATE,,16,1,2.04719500,2458096.179100,0.025500,0.0789000,,,,,,,,,,,6150.00,4.48,,,0.96,,11.246,11.839,11.234,,11.601,11.221,11.094,,10.275,9.985,9.945,0.605,0.290,0.040,0.330
EPIC 211505089,EPIC 211505089.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,5,1,24.44720000,2457146.962300,0.071800,0.2650000,,,27.200000,0.02570,1.820,0.162,,,,,,,,,0.65,,12.943,14.292,13.268,,13.931,12.830,12.520,,11.243,10.687,10.567,1.024,0.556,0.120,0.676
EPIC 211509553,EPIC 211509553.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CANDIDATE,,5,0,20.35954000,2457151.412000,,,,89.580,47.660000,0.18200,10.850,0.968,,1.000000e-03,,,,,,,,,15.725,17.821,16.578,,17.263,15.935,15.065,,13.358,12.744,12.555,1.243,0.614,0.189,0.803
EPIC 211509553,EPIC 211509553.01,,CANDIDATE,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,CANDIDATE,,5,0,20.35900000,2457151.414000,3.312300,0.1224200,0.1310,,,0.18200,,,,,,,,,,,,,15.725,17.821,16.578,,17.263,15.935,15.065,,13.358,12.744,12.555,1.243,0.614,0.189,0.803
EPIC 211509553,EPIC 211509553.01,,CANDIDATE,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,CANDIDATE,,5,0,20.35874800,2457151.413400,,0.1496000,0.1200,,,0.17300,10.000,0.890,,,,,,,,,0.53,,15.725,17.821,16.578,,17.263,15.935,15.065,,13.358,12.744,12.555,1.243,0.614,0.189,0.803
